,Text
1098,"   주진우·김제동, 세월호 유가족 300명과 '밥 한 끼' 뉴스펀딩 '애국소년단' 후원금으로 행사 마련… 신발 400켤레 선물 예정 media.daum.net/v/201508121515… 두 사람의 따뜻한 마음 고맙습니다^^ pic.twitter.com/n0OcogguoD  "
1099,"  세월호 참사 485일   내 자식이 아니라 괜찮습니까? 내 일이 아니라 괜찮습니까? 세월호를 나의 일처럼, 내 자식처럼 여기는 마음을 모읍니다. 이 마음들이 세월호의 진실을 구조할 것입니다  #세월호 #바꾸세 pic.twitter.com/YQUbs7E0FC  "
1100,  세월호 참사 때 청와대는 재난의 컨트롤 타워가 아니라고 발뺌했습니다. 메르스 사태 때는 스스로 컨트롤 타워가 되는 것은 한사코 거부했습니다. 이번에는 안보·통일·국방 문제입니다. 어떻게 발뺌하시겠습니까. minsim.or.kr/?p=4410#go1  
1101,"   [팩트TV] 심상정 “목함지뢰에 정신나간 청와대·통일부·국방부” ""靑 세월호·메르스 이어 안보컨트롤타워도 발뺌할건가?"" goo.gl/RqH1G1 pic.twitter.com/JtzzBneFQ1  "
1102,   [세월호 참사 500일 추모주간 안내]  8월 28일이면 세월호 참사가 일어난지 500일이 됩니다.. 22일(토)부터 29일(토)까지 500일 추모주간 일정을 알려드립니다. fb.me/2j8P5QzA5  
1103,"  세월호 인양사업자로 선정된 중국 상하이샐비지의 인양 작업선이 어제(12일) 진도 수역을 향해 출발. 23일부터 한국기업 오션 C&I와 조사에 들어가며, 인양에 1년 정도 소요 전망. bit.ly/1f8TVww  "
1104,   힘들게 살아남은 단원고 학생들이 아픕니다. 정부는 세월호특별법 시행령에서 치료 지원 기한을 5년으로 못박아버렸습니다. buff.ly/1EmKVdZ #세월호 #외상후스트레스장애 pic.twitter.com/xnIaxnEl3R  
1105,"   주진우와 김제동이 세월호  유가족들과 밥한끼 먹는 잔치를  벌인다니 가슴이 훈훈하다. 밥한끼, 참 따뜻하고 아름답다. 새벽이 온다.  "
1106,"   유승민 ""대통령에 언제 보고했나""..국방장관 ""난 안했다"" | 다음 뉴스 media.daum.net/v/201508122020…  부정선거, 세월호 학살.. 이게 국가인가  "
1107,   방송인 김제동씨와 시사IN 주진우 기자가 다가오는 일요일 세월호 유가족 300분께 식사를 대접하기로 하셨답니다 뉴스펀딩으로 모은돈과 개인경비를 보탠다고 하십니다 우오.. #미디어오늘 정철운 기자... fb.me/6G8pKCMav  
1108,   소방차에 장작된 블랙박스 38분간 영상이 사라졌다는데 누가 그리 허접하게 편집했나? 국정원이 하는 일이 뭐든 그렇다..세월호 참사 당시 진도관제탑과의 교신도 글코 뭐든 조작 삭제 편집을 한다만은 꼭 들킴.. 저런것들한테 1조원의 혈세를 쳐박는다니..ㅠ  
1109,"  세월호 때도 그렇고 이번 국정원직원 자살사건 또한 가장 중요한 증거들은 이유없이 사라져있고, 그곳엔 국정원이 있었습니다. 마땅히 이에 대한 철저한 조사가 이루어져야만 할 것입니다. media.daum.net/v/201508102025…  "
1110,   하여튼 개판이네. 세월호 선장이 들어간 아파트 cctv영상도 지워졌다더니 => 임과장 발견현장의 구급차 블랙박스서 '28분' 사라졌다 viewsnnews.com/article/view.j…  
1111,  세월호 특별법 특조위   국회가 모든 책임져라 국민 혈세를 지들  입맞대루 집행하는군 ! 서울의 쪽방촌 어르신들은  전기요금 겁나서 이 더운 날씨에 선풍기도 맘 대루 모튼다 호화 월급 당장 반납하라 !😈😈😈 pic.twitter.com/G71ggVAw1r  
1112,"   고발뉴스닷컴 모바일, 고상만 “정미홍 ‘세월호 알바비’ 발언 음성파일 공개할 것”  gobalnews.com/news/articleVi…  "
1113,"   [팩트TV] 정청래 “청와대에 병풍처럼 앉아있던 기자들, 전쟁터에 총도 총알도 없이 출전한 병사 같아” goo.gl/xeQf8G 국정원,박근령,메르스,세월호 시행령 등 현안질문없이 그저 듣기만~ pic.twitter.com/QqE2bNNJBD  "
1114,  세월호 전원구조 오보터지고 304명에 어린애들이 바로 수장돼도 밝혀진게없는데 국정원 임과장 자살지역이 진입이 너무어렵고 핸드폰터지지않는 지역이고 임과장이 번개탄구입 마트 확인결과 정작 번개탄 팔지않는 곳이란다 아주대놓고 일저지르고 캐면 비밀사항이란거다  
1115,"   평택대추리,용산참사, 그리고 세월호참사까지 인권운동가 #박래군 의 네번째 구속. 그와 함께 있었던 이들은 말합니다. ""내가 박래군이다"" <사람 곁에 사람, 박래군> ▶newstapa.org/28189 #뉴스타파 #목격자들 #요조  "
1116,"  세월호법에 반대표명 12마리 개 하태경, 조명철, 황진하, 한기호 최봉홍, 이헌승,안홍준, 박민식 김진태, 김종훈, 김정훈, 김용남 pic.twitter.com/wNBu6zTcP5  "
1117,"   ‘4·16 세월호참사 특별조사위원회(특조위)’가 새누리당 추천몫의 인사들과 보수언론의 흠집내기 속에 곧 활동에 들어갈 예정인 가운데, 안병욱 전 진실화해를위한과거사정리위원회 위원장 등이 참여하는 ‘세월호... fb.me/87WbDzo9U  "
1118,  세월호는 학살이다 박근혜 정부가 범인이다  세월호남문농성장 일년을 맞이하여 팽목항을 향해 걷는다  당장 인양이  진실이다 pic.twitter.com/5MSOTGeUCa  
1119,"   용산참사와 세월호 진상규명, 국가보안법 철폐, 통합진보당 해산 반대, 소수자 권리 보장... 그 곁에 늘 박래군이 있었습니다. vop.co.kr/A00000920660.h… pic.twitter.com/M3y9N4rldi  "
1120,"   ""세월호 특조위 멈추면 국민이 직접 조사할 것"" 세월호 진상규명 국민참여특별위원회 발족... 옥중 박래군 ""대통령 행적 법정에서 따질 것"" media.daum.net/v/201508091013… pic.twitter.com/hOpKdpgWwu  "
1121,"   ""세월호 이후 개정법도 선박 소유주 처벌 어렵다""media.daum.net/v/201508090804… 선박 소유주도 문제지만 선박 안전규제 완화는 ? 누구 책임인가? 그리고 세월호는 양우공제회 즉 국정원이 관리하지 않았나  "
1122,   한달동안 세월호를 몰래 촬영해 놓고 유족들이 보자하니 비공개라고 하고 직접 찍겠다니 방해를 하고 한달 동안 작업후에 영상을 공개한단다  도대체 멀 찍었길래 무슨작업을 마쳐야 공개가 가능해? 원본은 왜 못내놔?  me2.do/52LbKV7u  
1123,   양주역 근처에서 번개로 열차 멈춤 차장이 안전한 열차 안에서 대기해달라고 방송때렸는데 어떤 아재가 제2의 세월호 희생자가 되기 싫다고 하면서 문따고 탈출했다고 mlbpark.donga.com/mbs/articleV.p… pic.twitter.com/bvJODMLJ8R  
1124,"   광화문을 가득 메워 주신 시민들...  기억...  기억은 시간이 지날수록 잊혀지는게 아닌,  더욱더 굳건히 진하게 만들어 주는 게 기억인가 봅니다...  세월호 잊지 않겠습니다. pic.twitter.com/km435MAL9B  "
1125,"   제2 ""연평해전 보상금3100만원~6500만원, 5·18 폭동자1인 6억~8억, 민청학련·민혁당 관련자 6억~25억,  (세월호)수학여행 중 사망한 사람 8억5000만원~12억5000만원 억장이 무너집니다""  vop.co.kr/A00000919528.h…  "
1126,   이런 인간을 국부로 삼자고  뉴라이트와 친일파들이 주장합니다. 개 소리엔 몽둥이가 약이죠.  [백년전쟁 Part 1] 두 얼굴의 이승만- 권해효 나레이션 youtu.be/idbhQx10-9A 이영상의 감독은 파파이스에서 세월호다큐도 제작중입니다.  
1127,  세월호는 아마도 뭔가 큰 비밀이 있는 것 같다. 목숨을 걸고 막고 있는 것을 보니... pic.twitter.com/01SReHbJDP  
1128,"   인생은 실전이죠.  세월호 희생자 ‘어묵’ 비하 20대, 유족에게 무릎 꿇고 사죄 hani.co.kr/arti/society/s… pic.twitter.com/cj3IClJrXN  "
1129,  세월호 참사 479일  세월호 잊지 않겠습니다! 내내 마음이 아프고  생각이 노여운 상처들! 사람이 사는 세상에선 있을 수 없는 참사입니다. 우리는 역사에 참 부끄러운 세대로 기록될 것입니다  #세월호 #바꾸세 pic.twitter.com/Wdu2xl142C  
1130,  세월호 희생자를 '특대어묵'으로 비하한 20대가 집행유예 선고를 받았습니다. 그는 재판이 끝난 뒤 눈물을 흘리며 무릎을 꿇고 유가족들에게 사죄했습니다. news.sbs.co.kr/news/endPage.d… pic.twitter.com/RA6yVwsIRw  
1131,  세월호로 아이들잃고 메르스로 부모를 잃은 국민들에게 더이상 무엇을 내놓으란건가. 국정원해킹으로 정보인권까지털린 국민의 무엇을 더 털겠다는건가. 박근혜대통령은 사과하고 재벌개혁에 앞장서는것이 마땅하다. 새정치민주연합 국회의원 은수미  
1132,  세월호 참사 478일째 오늘 낮 홍대입구역 미수습자 허다윤양 어머니 pic.twitter.com/cJoIS8KSff  
1133,  #세월호 침몰 사고 때 실종자 수색 작업에 참여한 민간잠수사들이 있었습니다. 그런데 이 중에서 두 명이 아깝게 숨을 거두셨는데 두 명의 민간잠수사 중 한 명만 의사자로 지정됐고 또 한분은 직무 행위를... fb.me/570ogxlbg  
1134,"   佛 인권단체, ‘세월호 집회’ 박래군 석방 촉구 서명운동 is.gd/j8oZ0u #고발뉴스  "
1135,   새누리 시의원 ‘5.18·세월호 비하 문자’ 돌려  goo.gl/6jeFpE  
1136,"   박근혜 담화중 기자들의 질문,안받는 이유!  1.국정원 감청 질문 두려워 2.메르스 사과하기 싫어 3.동생 근령이 망국적 위안부 발언 회피하고파 4.세월호특의 예산 반토막집행 아몰랑 5.롯데일가 사태 아몰랑 pic.twitter.com/AK57pV9aZb  "
1137,   [배달의 한겨레] 1.거미도 놀란 롯데 지배구조 2.주민센터에 의원 치적비 3.세월호 폄하한 시의원 4.코코넛 오일 다이어트 5.광복절 고속도로는… hani.co.kr/arti/society/s… pic.twitter.com/vFbKcfjX9X  
1138,   151일째기도:세월호 희생자 김민석학생의 영혼을 기억하고 기도합니다...                                           우리이웃의 아픔... 우리사회의 아픔을 기억하고 함께하기위해 매일 한 분씩 기도해주기로해요...  
1139,"   고발뉴스닷컴 모바일 사이트,  與 시 의원 “5.18 폭동·세월호 보상으로 망하기 일보 직전”  gobalnews.com/news/articleVi…  "
1140,"   [팩트TV] “5·18 폭도, 세월호, 인혁당…빨갱이 보상으로 나라 망한다” 새누리 고양시의원 카톡 파문 goo.gl/7a8SPq 야당 소속 시의원들만 초청해 보내…“일베에서나 나올법한 내용을” pic.twitter.com/xnhN2TinzD  "
1141,"   고양시 새누리 의원 ""5.18은 폭동...세월호 보상금 억장이 무너진다"" hani.co.kr/arti/society/a… pic.twitter.com/BSMrT8E3ju  "
1142,"   새누리 고양시의원 “5·18 폭동, 세월호...빨갱이 보상 나라 망한다” 논란@newsvop vop.co.kr/A00000919528.h…  "
1143,"   '세월호 알바비 발언' 정미홍, 누리꾼 47명 무더기 고소 omn.kr/ev8j 강민수 기자  "
1144,"   축하합니다.  여러분! 이상호 감독 다큐영화 ""다이빙벨""이, 일본 후쿠오카아시아영화제 그랑프리 상 수상 했습니다. 세월호참사의 ""진실규명""을 위한 작품 이었고 한국에서도 1위를 했었죠. 외국에서 인정 받았습니다 pic.twitter.com/rxJKjL9kQZ  "
1145,"   ""천황폐하가 이미 사과했는데 계속 사과를 요구하는 한국인들이 지나친 것""(박근령) 이건 ""대통령이 이미 사과했는데 계속 진상규명을 요구하는 세월호유족들이 지나친 것""과 같은 말입니다. 강자와 가해자에 관대하고 약자와 피해자에 가혹한 정신의 소산.  "
1146,"   [황장수의 뉴스브리핑] 국민 세금 어떻게 써야되는 것인가? (방북전세기, 세월호특위, 그리고 아문법) (2015.08.05) 3부 (출처 : 황장수의 .. | 네이버 블로그) me2.do/GIcz4zvN  "
1147,  세월호 특조위 예산을 감축한 것은 세월호의 진실을 덮겠다는 속내를 보인 것이다. 현장조사 비용을 87%나 삭감하면서도 상의나 예고조차 없이 확정시킨 것은 매우 유감스럽다. 어떤 비겁한 수단으로도 세월호를 망각의 늪으로 밀어낼 수 없음을 경고한다.  
1148,   얼마전에 정부를 왜! 욕하냐며 세월호참사 유족의 뺨 때린 미친뇬입니다. pic.twitter.com/0TgNPEuym3  
1149,"   박래군 416연대 상임위원의 옥중편지. ""우리의 싸움이 제대로 방향을 잡아간다면 우린 더 많은 탄압을 이겨내야할지 모릅니다 "".. 그의 말대로 세월호 진상규명 요구로 12명이 구속. 551명이 연행. 특위예산은 절반 삭감. 이건 대통령의 배신이다.  "
1150,  세월호 특조위 올해 예산 '절반 삭감된' 89억 1천만 원 확정. 매주 목요일에 열리는 차관 회의를 거치지 않고 긴급 안건으로 상정돼 어제(4일) 국무회의에서 불시에 처리. bit.ly/1Ds22Qf  
1151,"   ""박근혜대통령 명예훼손이요? 재판정에서 옳고그름 가려보죠"" 수감번호 6상21, 박래군 면회후 그의 첫편지를 읽습니다. 세월호진상규명, 4.16연대에 힘모아달란 그의 간절함과 당당함도 읽습니다  media.daum.net/v/201508041500…  "
1152,"   보수언론의 '생일케이크 값' 등 왜곡된 보도, 새누리당 서청원 최고위원의 ""돈잔치"" 발언과 김재원 의원의 ""세금 도둑"" 발언. 그 결과 '반토막' 난 세월호 특조위 예산 vop.co.kr/A00000919082.h… pic.twitter.com/H2avd3N5fP  "
1153,"   [JTBC 뉴스룸] #뉴스브리핑 ● ""뭘 봐"" 10대 집단폭행…여고생 중태 ● '세월호 인양' 협약…유실 방지책 마련 ● 박상천 전 민주당 대표 지병으로 별세 ● 지붕 날아간 런던 2층버스…4명 부상 bit.ly/1Dq8RC1  "
1154,   인권운동가 박래군이 한겨레21에 옥중 편지를 보내왔습니다. 그는 세월호 1주기 집회를 주도했다며 구속됐습니다. 최근엔 #박근혜 대통령 명예훼손 혐의로 추가 기소됐습니다. buff.ly/1IJpeKf pic.twitter.com/1vSvxORE7C  
1155,"   [팩트TV] 세월호 특조위 예산 7개월 넘게 끌다 결국 ‘반토막’낸 정부 goo.gl/3UObnF ‘특별법 무력화’ 시행령에 이어, ‘세금도둑’으로 몰아가며 예산까지 대폭 깎았다. pic.twitter.com/uWcHesgxvj  "
1156,"  세월호 인양업체가 선정됐다. 정부는 ""인양의 궁극적 목적은 실종자 수습""이라며 4중의 유실방지책을 마련했다고 밝혔다. #세월호 huff.to/1IJ8mmZ pic.twitter.com/sTo8Ywz3De  "
1157,"   해수부, 세월호 인양 방안 동영상 공개 동영상=>youtu.be/a6K7ReqPnb0 기사=>hani.co.kr/arti/society/s… pic.twitter.com/AN3lrBJoOH  "
1158,"   '세월호'예산 89억 확정.. 기재부 ""요구 지나치다"" 싹둑  | 89억 갖고는 인건비도 안나온다며 여전히 투덜대는군요media.daum.net/v/201508041411…  "
1159,   박래군 잡기 *세월호 집회 집시법 위반으로 기소 *박근혜씨의 사라진 7시간 의혹으로 명예훼손 추가 기소   박정권에게 법이란? 코에 걸면 코걸이 귀에 걸면 귀걸이이네요 vop.co.kr/A00000918551.h… pic.twitter.com/0F4ZtGxhWR  
1160,  세월호 참사 476일  세월호에 304명의 어린 친구들을 무기력하게 수장시킨 우리 모두는 망각에 저항합니다. 민주시민은 정부의 참사 원인 은폐와 책임의 날조에 행동으로 저항합니다  #세월호 #바꾸세 pic.twitter.com/QfRbVPdmIV  
1161,"   나도 김수행 교수님에 대한 추억 한 자락. 세월호 사건 나고 며칠 뒤 수업이었는데 강사 소개하고 들어가는 내 팔을 붙드시더니 ""오늘은 묵념하고 강의합시다""라고 하셨다. twitter.com/labordream/sta…  "
1162,"  세월호 이후 성장담을 만드는 이들은 개새끼 라는 발화 자체가 공허한 것이고, 정성일 평론가가 인용인양 빌어서 하는 자신의 목소리면 더욱 문제고, 설사 타인의 발화에 대한 인용이라고 하더라도 그런 공허한 이야기를 시대에 언급이랍시고 하는 문화잡패도 문제  "
1163,"  세월호 유가족의 명예와 인권을 훼손한 책임은 누가 질까요? 박래군활동가가 추가기소를 당했습니다. RT @ohmynews_korea 박래군, ""박근혜 마약·보톡스?"" 발언으로 추가 기소 강민수 기자 omn.kr/esj9  "
1164,   박래군을 만나고 왔습니다. 그것은 표독스럽고 악독한 국가를 만나는 일이었습니다. 박래군의 구속은 진실 규명과 안전한 사회를 꿈꾸는 시민적 열망을 가두는 것입니다. 한마디로 '세월호를 말하지 말라'는 것입니다 pic.twitter.com/lIeVV14Tsk  
1165,  세월호 특별법 '합의'를 두고 복수를 허용하는 원시사회라고 비난하던 이가 세월호 특위 부위원장을 맡게 될 것 같습니다. 정부여당은 그냥 진상 규명을 그냥 하지 말자고 하는 편이 솔직하지 않을까요. mediaus.co.kr/news/articleVi…  
1166,  세월호 참사 475일  대한민국은 세월호 이전과 이후로 나누어집니다. 세월호 이후 대한민국에 내일은 없습니다. 수장된 304명의 목숨값인 진상규명과 책임자 처벌이 없이는 늘 4.16입니다  #세월호 #바꾸세 pic.twitter.com/E9sXeHkMG1  
1167,"   故 김수행 교수께서 세월호 참사 후 인터뷰 중... ㅂㄱㅎ에 대해 > ""내 생각엔 기본적으로 인간에 대한 배려가 전혀 없는 사람이야. 대통령으로서 자격이 없어요. 마치 대통령이 하늘에 있는 사람이야, 국민들은 땅에서 그냥 있는….""  "
1168,"   [편집부 기자들의 '아깝다, 이 기사'] 홍현진 기자 추천 <팽목항 세월호 리본 철거? 명백한 오보> ▶ omn.kr/eos9 기자는 의심하고 확인하는 사람. 인턴기자에게 부끄럽지 않나? pic.twitter.com/xQ2xSu0HXo  "
1169,  #세월호 참사 책임을 회피하는 박근혜의 10년 전 발언도 논란이 되었다. 2004년 故 김선일씨 피살사건에서 야당대표였던 박근혜가 정부의 책임을 물으며 분노를 표했던 것. pic.twitter.com/OA0OKCgxKH  
1170,"   만약 JTBC 보도대로 마티즈 승용차의 급작스런 폐차를 지시한 쪽이 국정원이었다면, 이는 차량 소유자가 국정원이라는 이야기가 된다. 그렇다면, 세월호의 실질 소유자가 국정원으로 밝혀진바 있으므로 세월호의 급작스런 침몰도 같은 소유자의 지시에 의한것일까  "
1171,"  세월호 가족協, 주말 도심서 ‘82대 과제’ 브리핑 나서 is.gd/8BRwlo #고발뉴스  "
1172,  세월호 참사 473일째 오늘 낮 홍대입구역 미수습자 허다윤양 어머니 pic.twitter.com/NaC39sN8OB  
1173,"  세월호 참사 당시 최초 구조에 나선 123정장만 책임지면 끝날까요? 오늘로 세월호 참사 발생 473일째이지만, 진상규명도, 책임자 처벌도 제대로 되지 않고 있습니다. vop.co.kr/A00000917961.h… pic.twitter.com/hJ7YODr3E5  "
1174,"   “박근혜 대통령, 세월호 참사 법적 책임져야” vop.co.kr/A00000917961.h…  "
1175,  세월호참사 진상규명을 요구하다가 구속된 인권운동가 박래군. 그리고 '퍼스트 레이디'로 자라 대통령이 된 박근혜. 완전히 다른 인생은 두 사람은 격돌해오기도 했습니다. vop.co.kr/A00000917891.h… pic.twitter.com/AtBTicaICQ  
1176,  세월호 참사 473일  까르르~웃으며 수학여행을 떠난 304명의 아이들은 끝내 집으로 돌아오지 못했습니다. 304명의 아이들을 찾아 나선 유가족들도 내내 집으로 돌아가지 못하고 있습니다  #세월호 #바꾸세 pic.twitter.com/Q6fDFnfr5G  
1177,  세월호 유족의 뺨을 때리고 박원순 시장 정동영 전 의원을 상습폭행한 이분은 미친게 맞는거 같습니다. 사회격리 시켜주세요.ㅠ m.youtube.com/watch?v=p-1Spb… pic.twitter.com/MjvZV33CXH  
1178,"  세월호 특조위부위원장에 내정된 이헌 변호사, 이자는 광화문광장 불법가설물을 철거하라는 성명서를 낸 아몰랑 정권 사수대로 이명박 미친소때 광화문 일대 상인들을 꼬드겨 촛불시위 피해보상하라는 소송 제기했던 자이다. pic.twitter.com/OCegaK06Ay  "
1179,   정권교체밖에 답이 없다  RT [칼럼] 국정원 대선개입·세월호·자원외교 비리..아무도 책임지지 않는 국가 media.daum.net/v/201507171708…  
1180,   한국의 도덕 지수가 바닥이라는 건 이미 짐작하고 있었지만. 이런 커뮤니티는 경악스러울 뿐. -＇세월호 오뎅대회＇ 사진확산…누리꾼 ＂도넘었다＂ 분노 #MToday news.mt.co.kr/mtview.php?no=… pic.twitter.com/mku8K1qtjO  
1181,   최근 세월호 유족의 뺨을 때린 60대 여성. 알고 보니 4년 전 박원순 서울시장에게 주먹을 휘두른 바로 그 인물이었다. huff.to/1IwRL5K #폭행테러 pic.twitter.com/IOmifa1Nao  
1182,"   용산참사, 쌍용차사태, 세월호... 한국사회 고통의 현장을 항상 함께 해온 박래군 위원. 그의 처절한 삶 근저에 광주학살 책임자 처벌을 위해 분신한 동생 故 박래전 님의 아픔이 존재합니다. 박래군 위원은 조속히 석방되어야 합니다.  "
1183,"  세월호 유족 뺨때린 60대…""과거 박원순 시장도 때렸다""  news.khan.co.kr/kh_news/khan_a…  "
1184,   ‘세월호 유족 폄훼’ 인사가 부위원장에?…특위 무력화 우려 is.gd/JYV543 #고발뉴스  
1185,   국정원 직원의 마티즈 폐차업체가 국정원 거래업체라고? 세월호 참사 때 해수부가 재빨리 언딘 끼워넣던 거랑 뭐가 다른가? 증거인멸 방기한 경찰은 해양경찰청이나 뭐가 다른가? 냄새 풀풀!  
1186,"   ""정부가 왜 책임져"" 세월호 분향소에서 유족의 뺨을 때린 60대 박 씨가 경찰의 조사결과,  4년 전 박원순 서울시장을 ""빨갱이""라 비난하며 폭행한 인물로 확인됐습니다. news.sbs.co.kr/news/endPage.d… pic.twitter.com/eDWiIikguQ  "
1187,"   검찰, ‘세월호 추모집회 주도’한 박래군씨 구속 기소 - news.khan.co.kr/kh_news/khan_a…  "
1188,   [또 돌아온 저격수다] 세월호 특별 조사위원회는 도대체 뭘 하는 것인가? (2015.07.31) 4화 (출처 : 황장수의 .. | 네이버 블로그) me2.do/xomr0kOB  
1189,"   4.16연대 박래군 상임운영위원, 구속 기소. 검찰은 세월호 집회 불법 주도 및 경찰 부상·물건 파손 등의 혐의를 적용했습니다. 경찰 측 주장 대부분을 수용한 듯 goo.gl/xDf73P pic.twitter.com/ucu7gZKFLD  "
1190,  세월호 특조위 부위원장 내정  이헌 변호사..누구길래?  m.khan.co.kr/view.html?arti…  새누리당의 세월호 진실 감추기는 계속 이어지고... pic.twitter.com/CRuvQNhBx1  
1191,"  세월호 유족 뺨때린 이 할매는 야당 테러전문범이다. 대표적 테러사건으로는 2011년 8월 정동영 전의원 테러,그해 11월에는 박원순 시장을 테러했다. 이 흉악범 할매는 이번기회에 반드시 교도소에 쳐 넣어야한다. pic.twitter.com/wbWCNbLmld  "
1192,"  세월호 유족 뺨 때린 노인, 4년전 박원순 시장도 폭행 [오마이뉴스] ""난 빨갱이 사냥꾼"" 야당 정치인 상습 폭행.. 유족 ""상가 와서 상주 모욕한 셈"" media.daum.net/v/201507302118… 구속수사하라! pic.twitter.com/A2TLEnyVQc  "
1193,"  세월호 유족 뺨 때린 노인, 4년전 박원순 시장도 폭행 omn.kr/ephs 유성애 기자  "
1194,"   [150730 세월호 일일 뉴스]    1. 4.16가족협의회 미공개 세월호 선체 수중영상 공개, 정부 유실 방지 대책은 거짓말 세월호 가족들이 공개한 영상에는 열린 채 방치되어 있는 문, 대충 밧줄... fb.me/7lWO3oLAl  "
1195,"   ""애들 운명이 그뿐, 왜 정부 욕해"" 유족 뺨 때린 행인  - 오마이뉴스ohmynews.com/NWS_Web/View/a…  그만하라. 지겹다. 아직도 세월호냐. 이제는 폭력입니까 ! 정말이지 너무합니다. 생명이 존중받는 사회를 만들기가 왜 이렇게 힘이 들까요  "
1196,   서청원 “세월호 특조위 돈 잔치하나”.. 또 여론몰이? is.gd/ZaMGCH #고발뉴스  
1197,"   단원고 담임선생님으로 5층에 있다가 아이들을 구하러 내려가 학생들과 마지막을 보낸 김초원 이지혜선생님의 순직을 거부한 기획예산처. 김초원 선생님 아버님 ""전례가 없다는데 세월호 참사는 전례가 있는 참사였냐?"" pic.twitter.com/OAiMQNexvE  "
1198,"   아파트값이 올라도 정부 책임, 내려도 정부 책임이라는 사람들이 세월호 참사와 메르스 확산에는 정부 책임이 없답니다. 돈에만 신경쓰고 사람 목숨은 우습게 아는 '물질 정부'를 만든 게 바로 이들입니다. 이들은 사람보단 '물건'에 훨씬 가깝습니다.  "
1199,   서너차례 뺨을 맞은 유족은 세월호 참사로 희생된 단원고 학생의 아버지였습니다. vop.co.kr/A00000917013.h… pic.twitter.com/0o7z7Ar12V  
1200,"   ""정부가 왜 책임져"" 합동분향소에서 세월호 유족 때려goo.gl/K5Hv91  "
1201,   [영상] 세월호 ‘선체 외부 영상’ 공개.. “정부 약속 안 지켜” is.gd/wkjRrg #고발뉴스  
1202,   60대 여성이 안산 세월호 분향소에서 유가족의 뺨을 세 차례 때려 불구속 입건됐습니다. 이 여성은 정부 비판 현수막에 대해 항의하다 폭력을 행사한 것으로 조사됐습니다. news.sbs.co.kr/news/endPage.d… pic.twitter.com/wSmlOxAfGL  
1203,"   진상규명 거부한다...이말 한마디면 모든게 끝이다, 부정선거도/세월호 학살도/ 국정원 불법 해킹도 진상 규명 거부한다. 이유는 국가 비밀이라서ㅠㅠ 7년째 친일파 똥들이 권력 훔쳐 증거인멸/증거암살로 덥고있는중"" pic.twitter.com/VujEWoi36A  "
1204,   [국민TV] 세월호 수중영상 news.kukmin.tv/news/articleVi… pic.twitter.com/qdVGNsh7w2  
1205,   “세월호 봉쇄하겠다” 정부 발표는 거짓 정성욱 인양분과장 “인양 전 유실방지 대책부터 강구해야” news.kukmin.tv/news/articleVi… pic.twitter.com/bfNVFVwhOH  
1206,  세월호 수중영상 공개…“정부의 유실대책은 거짓말” “유실망 아예 없는 곳도…출입문도 열린 상태” news.kukmin.tv/news/articleVi… pic.twitter.com/xkXfo6udWZ  
1207,"   안녕하세용 오랜만에 이벤트하려고 이벤트합니다 (?) 이 트윗 알티해주신 팔로워 한 분께 ""앨범+인화사진+떡메(♥)+세월호뱃지"" 드려요!!! 기간은 내일 오후 재환시까지! (착불/국내한정) pic.twitter.com/alSzzWOCvD  "
1208,"   ""정부 왜 욕해"" 60대 여성, 세월호 유가족 뺨 때려 goo.gl/Gi22FN  "
1209,  세월호 합동분향소에서 유가족 뺨 때린 60대 여성 #세월호 #합동분향소 huff.to/1U6aUza pic.twitter.com/y5GMmZOih4  
1210,   7월 29일 뉴스K 전체 다시보기 세월호 수중영상 공개…“정부의 유실대책은 거짓말” “유실망 아예 없는 곳도…출입문도 열린 상태” news.kukmin.tv/news/articleVi… pic.twitter.com/tEE3OzV9A4  
1211,"  #적반하장릴레이인증샷 ""박래군을 구속하는 것은 세월호 진실을 구속하는 것""  박래군兄을 석방하라!  세월호를 인양하라!  진실을 석방하라!  원내대표단의 동참을 바라며 이종걸, 이춘석, 이윤석 의원을 지목합니다 pic.twitter.com/JW9fiWIjcP  "
1212,"   문화예술인 385명 ""박래군 구속은 세월호 진실 구속하는 것"" 문화예술인 300여명이 구속된 박래군 4월16일의약속국민연대(4·16연대) 상임운영위원의 즉각 석방을 촉구했다. pic.twitter.com/kfOuCWGsmp  "
1213,"   “우리는 누가 세월호 참사를 저질렀고, 누구에게 책임이 있는지 알고있다. 최소한 상식이 있는 정부라면 국민 앞에 진실을 밝혀라.” vop.co.kr/A00000916787.h… pic.twitter.com/wNYqyZJ58F  "
1214,  세월호 ‘선체 외부 영상’ 공개.. “정부 약속 안 지켜” is.gd/wkjRrg #고발뉴스  
1215,"   4·16연대가 오늘 '세월호 인양, 진상규명, 안전사회 대안, 추모지원을 위한 82대 과제'를 발표했습니다. 가족 주도의 수중촬영작업을 허용해달라고 촉구하기도 했습니다. news.sbs.co.kr/news/endPage.d… pic.twitter.com/ntvAFQD51U  "
1216,"   [미공개 영상] 세월호 유실방지대책 전무, 정부의 거짓말  youtu.be/V0BOZp1VnFE  - 바닷속 세월호, 미수습자와 진실이 사라질까 두렵습니다.  시신유실방지, 증거유실방지는... fb.me/7rq3nFG0M  "
